ip,port,country,city,datacenter,asn,organization,source_latency_ms,baidu_delay_ms,tested,cn2,cn2_evidence,trace_url,trace_status,traced_at,route_class,route_evidence
20.187.66.224,443,HK,香港,HKG,8075,Microsoft Corporation,2.0,6371,True,False,,https://globalping.io?measurement=2JiiD9UbKlAphypSK00020wFc,other,2026-08-13T04:33:06Z,other,
202.85.53.11,443,HK,新加坡,SIN,4515,PCCW IMS Ltd (PCCW Business Internet Access),2.0,4289,True,False,,https://globalping.io?measurement=2Mj8mkLVqu8Unihlj00020wGI,other,2026-08-13T05:15:07Z,other,
202.85.76.73,443,HK,新加坡,SIN,4515,PCCW IMS Ltd (PCCW Business Internet Access),2.0,1413,True,False,,https://globalping.io?measurement=2tDpAm0JmKY4UFc8c00020wFF,other,2026-08-13T04:09:36Z,other,
202.85.76.75,443,HK,新加坡,SIN,4515,PCCW IMS Ltd (PCCW Business Internet Access),2.0,2174,True,False,,https://globalping.io?measurement=22arWxZpMQaie3er800020wF6,other,2026-08-13T04:00:52Z,other,
207.57.132.220,443,HK,香港,HKG,139659,LUCIDACLOUD LIMITED,2.0,4560,True,False,,https://globalping.io?measurement=2bOrFv0v1lZY34g0000020wHx,other,2026-08-13T06:57:42Z,other,
210.3.205.158,443,HK,香港,HKG,9304,HGC Global Communications Limited,2.0,2961,True,False,,https://globalping.io?measurement=2s6mY1FohbUDYGeQ900020wHn,other,2026-08-13T06:47:59Z,other,
210.3.205.167,443,HK,香港,HKG,9304,HGC Global Communications Limited,2.0,4238,True,False,,https://globalping.io?measurement=2JpkLFX7xmGLOcOoU00020wHY,other,2026-08-13T06:32:27Z,other,
210.3.205.168,443,HK,香港,HKG,9304,HGC Global Communications Limited,2.0,3267,True,False,,https://globalping.io?measurement=2huqKAjyi14D7sQHL00020wH1,other,2026-08-13T05:59:43Z,other,
210.3.205.170,443,HK,香港,HKG,9304,HGC Global Communications Limited,2.0,2449,True,False,,https://globalping.io?measurement=2ppyFX4ZIdvEJOAxz00020wHX,other,2026-08-13T06:31:57Z,other,
216.23.94.49,443,HK,香港,HKG,42960,VH Global Limited,2.0,4570,True,False,,https://globalping.io?measurement=2t2oIIUdykthFbNik00020wH1,other,2026-08-13T05:59:11Z,other,
217.60.38.113,443,HK,香港,HKG,56971,Cgi Global Limited,2.0,3991,True,False,,https://globalping.io?measurement=2fWvh9WomkrnxLz6v00020wHX,other,2026-08-13T06:32:11Z,other,
